name,voteCount,rating,address,cusine,cost,timing
Pan Asian - ITC Sonar,489 votes,4.2,"ITC Sonar, JBS Haldane Avenue, EM Bypass, Science City Area, Kolkata",Ice Cream,"₹4,000","Closed (Mon, Tue, Wed, Thu, Sun), 7:30pm – 11:45pm..."
Cream Centre,1354 votes,4.0,"21, Opposite Experimental, Ballygunge, Kolkata",Ice Cream,"₹1,000",12noon – 11pm (Mon-Sun)
Fiesta,397 votes,4.0,"438, Santoshpur Avenue, Santoshpur, Kolkata","Continental, Chinese, Fast Food, Finger Food, North Indian, Mexican",₹700,11am – 11pm (Mon-Sun)
Krystal Chopstick,1014 votes,3.7,"71 H, Hindustan Road, Kolkata","Continental, Chinese, Fast Food, Finger Food, North Indian, Mexican",₹800,12noon – 10:30pm (Mon-Sun)
Rosenberg,666 votes,3.9,"P193/1, CIT Road, Scheme 6 M, Ultadanga Main Road, Ultadanga, Kolkata",Chinese,₹800,12noon – 11pm (Mon-Sun)
Chaska,Cuisines:,-,"28, Dr. Meghnad Saha Sarani, Southern Avenue, Kolkata",Chinese,₹100,12noon – 11pm (Mon-Sun)
Keyar Henshel,88 votes,3.5,"34, Naskarhat Road, Kasba, Kolkata","South Indian, Street Food, Fast Food",₹350,"12noon – 12midnight (Mon, Tue, Wed, Thu, Fri..."
Red Velvet Bakery,Cuisines:,NEW,"61, Christopher Road, Tangra, Kolkata","South Indian, Street Food, Fast Food",₹150,8:30am – 10:30pm (Mon-Sun)
Burger Home,Cuisines:,-,"23, 2nd Lane, Near Jinnati Masjid, Topsia, Kolkata","Chinese, Asian",₹300,11am – 11pm (Mon-Sun)
Shailendra nath ghosh,Cuisines:,-,"164/A, Muktaram Babu Street, Girish Park, Kolkata","Chinese, Asian",₹100,7:30am – 10pm (Mon-Sun)
Tea Yaari,Cuisines:,,"2D, Nilamber Mukharjee Street, Near Satyanarayan Apartments, Shyam Bazar, Kolkata","Ice Cream, Desserts, Beverages",₹150,
Bawarchi,53 votes,4.2,"20, Bhupen Roy Road, Behala, Kolkata","Ice Cream, Desserts, Beverages",₹350,12noon – 11pm (Mon-Sun)
Cocobean,6 votes,3.2,"539, Parnasree Pally, Behala, Kolkata","Cafe, Continental, Fast Food, Beverages",₹200,11am – 11pm (Mon-Sun)
Curry Pot,91 votes,3.7,"2/212A, Sree Colony, Regent Estate, Jadavpur, Kolkata","Cafe, Continental, Fast Food, Beverages",₹250,12noon – 10pm (Mon-Sun)
Bijoli Grill Foods Corner,77 votes,3.3,"1/7, Ashok Nagar, Tollygunge, Kolkata","Cafe, North Indian, Chinese, Fast Food",₹450,8am – 11pm (Mon-Sun)
Enamiah Restaurant & Caterer,428 votes,4.0,"764, Purba Jadavpur, Near Metro Cash & Carry, Kalikapur, Kolkata","Cafe, North Indian, Chinese, Fast Food",₹700,12noon – 2am (Mon-Sun)
AHFC,38 votes,3.4,"17/1/H/13, Bidhan Nagar Road, Ultadanga, Kolkata","Chinese, Asian, Sushi, Momos, Japanese, Thai",₹350,"5pm – 10:30pm (Mon-Sat),4:30pm – 10:30pm (Sun)"
Only Haji Saheb,69 votes,3.7,"P112, Regent Estate, Near Lalka Math, Jadavpur, Kolkata","Chinese, Asian, Sushi, Momos, Japanese, Thai",₹500,11:30am – 11:30pm (Mon-Sun)
New Ghosh Brothers,18 votes,3.4,"175/U, Maniktala Main Road, Kankurgachi, Kolkata","Italian, Fast Food, Beverages, Continental",₹200,7am – 10pm (Mon-Sun)
Chinese Dhaba,227 votes,3.7,"29A, Sir Hariram Goenka Street, Bara Bazar, Kolkata","Italian, Fast Food, Beverages, Continental",₹300,12noon – 10:30pm (Mon-Sun)
Midnight Belly,548 votes,3.6,Delivery Only,"North Indian, Chinese, Rolls",₹350,12noon – 5am (Mon-Sun)
Samrat Kitchen,97 votes,3.6,"5B, Saha Lane, Singhi Bagan, Jorasanko, Girish Park, Kolkata","North Indian, Chinese, Rolls",₹300,8am – 11pm (Mon-Sun)
Royal Darbaar,6 votes,3.2,"154, Maniktala Main Road, Kankurgachi, Kolkata","North Indian, Biryani, Rolls",₹450,12noon – 11pm (Mon-Sun)
Hungry Spoon,34 votes,3.5,"1B, Rishi Bankim Chandra Road, Near Behala Shyama Sundari Girls School, Behala, Kolkata","North Indian, Biryani, Rolls",₹300,12noon – 10:30pm (Mon-Sun)
Marwar,229 votes,3.4,"522, G.T. Road(South), Near Navbharat Cinema Hall, Shibpur, Howrah","Biryani, Mughlai, North Indian, Kebab, Rolls",₹600,12noon – 10:30pm (Mon-Sun)
The Mombasa,325 votes,3.6,"1/1D, Naya Ratna Lane, Shyam Bazar, Kolkata","Biryani, Mughlai, North Indian, Kebab, Rolls",₹400,3pm – 10pm (Mon-Sun)
Nandini,248 votes,2.7,"391, Diamond Harbour Road, Behala, Kolkata","Bakery, Fast Food, Desserts",₹600,12noon – 10:30pm (Mon-Sun)
Igloo Cafe & Ice Cream Parlour,258 votes,3.8,"17, Mitra Colony, James Long Sarani, Behala, Kolkata","Bakery, Fast Food, Desserts",₹400,"8am – 11am, 2pm – 9pm (Mon-Sun)"
Basanta Cabin,253 votes,2.2,"53, Near Medical College, Lalbajar, College Square, College Street, Kolkata","Bihari, Fast Food",₹250,11am – 10pm (Mon-Sun)
Jathamasai Mistanna Bhandar,24 votes,3.3,"196, Danesh Sheikh Lane, Andul Road, Howrah","Bihari, Fast Food",₹150,7am – 10pm (Mon-Sun)
Fatso's,525 votes,3.8,"45/1A, Beadon Street, Hatibagan, Kolkata","North Indian, Mughlai, Chinese",₹450,"12noon – 10pm (Mon-Sat),3pm – 10pm (Sun)"
Krish's,128 votes,3.8,"165/A, Ground Floor, Krishna Villa, Picnic Garden Road, Picnic Garden, Kolkata","North Indian, Mughlai, Chinese",₹400,"Closed (Mon),5pm – 11pm (Tue-Sun)"
Hedua Chat,139 votes,3.8,"182, Bidhan Sarani, Near Azad Hind Bag, Hedua, Hatibagan, Kolkata","North Indian, Mughlai, Rolls",₹100,11am – 10pm (Mon-Sun)
Parathawala,11 votes,3.3,"45/1A, Sultan Alum Road, Tollygunge, Kolkata","North Indian, Mughlai, Rolls",₹200,7:30am – 12midnight (Mon-Sun)
Cookies & Cakes,19 votes,3.7,"F/33, Prince Golam Hossain Road, Katju Nagar, Jadavpur, Kolkata","Tibetan, Fast Food, Momos",₹200,9am – 11pm (Mon-Sun)
The Pie House,35 votes,3.9,"74/8/12, Jadavpur Central Road, Ram Thakur Sarani, Golf Green, Kolkata","Tibetan, Fast Food, Momos",₹400,2pm – 12midnight (Mon-Sun)
With Love Brownie,62 votes,3.8,"49, Southend Park, Gariahat, Kolkata","Cafe, Italian, Chinese, Fast Food, North Indian, Beverages",₹250,11am – 10pm (Mon-Sun)
Bohemian,1919 votes,4.1,"32/4, 1st Lane, Near Bondel Road, Ballygunge, Kolkata","Cafe, Italian, Chinese, Fast Food, North Indian, Beverages",₹700,12noon – 11pm (Mon-Sun)
Simir Rannaghar,6 votes,3.1,"E/21, Katju Nagar, Jadavpur, Kolkata","Bakery, Desserts, Fast Food, Beverages",₹250,12noon – 12midnight (Mon-Sun)
Vojan Caterer,7 votes,3.1,"9 N, Raipur Road East, Jadavpur, Kolkata","Bakery, Desserts, Fast Food, Beverages",₹300,"11am – 3pm, 6pm – 11pm (Mon-Sun)"
Bachelor's Mummy,Cuisines:,,Delivery Only,"North Indian, Continental",₹300,
One By One,60 votes,3.6,"1/1, Khirode Chandra Ghosh Road, Dobson Road, Howrah","North Indian, Continental",₹500,11am – 11pm (Mon-Sun)
The Belgian Waffle Co.,80 votes,3.8,"198A, Block J, New Alipore, Kolkata","Chinese, Fast Food",₹300,11am – 11:30pm (Mon-Sun)
Vaja Pora,9 votes,3.2,"1/107/2, Ward 95, Azadgarh Colony, Tollygunge, Kolkata","Chinese, Fast Food",₹400,5pm – 5am (Mon-Sun)
Albela Biryani,219 votes,3.7,"9F, Topsia road, Topsia, Kolkata","Cafe, Italian, North Indian, Chinese",₹250,11:30am – 2am (Mon-Sun)
Chauhan Biryani,38 votes,3.4,"298, NS Road, Near Chowdhuri Bagan, Shibpur, Howrah","Cafe, Italian, North Indian, Chinese",₹200,12:30pm – 12midnight (Mon-Sun)
Super Albela Biryani,17 votes,3.3,"86, Belilious Road, Tikiyapara, Near Howrah Station Area, Howrah","Fast Food, North Indian",₹300,12noon – 12:30am (Mon-Sun)
Biryani Kolkata By Koshe Kosha,29 votes,3.7,"12, 1st Floor, Mondal Para, 1st Lane, Behala, Kolkata","Fast Food, North Indian",₹450,11am – 11pm (Mon-Sun)
Shadhay Alladhay,50 votes,3.5,"45/35, Room 2C, 2nd Floor, Botanical Gardens Road, Shibpur, Howrah","Rolls, Chinese",₹250,6pm – 11pm (Mon-Sun)
Foodles,16 votes,3.3,"P-43, Senhati Colony, Behala, Kolkata","Rolls, Chinese",₹400,11am – 11pm (Mon-Sun)
Danish Restaurant,38 votes,3.2,"155/H/7, Ground & 1st Floor, Keshab Chandra Sen Street, Sealdah Area, Kolkata","Chinese, Street Food, North Indian, Fast Food",₹500,11am – 11:30pm (Mon-Sun)
Bhojan Ghar,13 votes,3.3,"16/3, Chanditala Main Road, Behala, Kolkata","Chinese, Street Food, North Indian, Fast Food",₹200,7:30am – 11pm (Mon-Sun)
Durga Puri Hotel,107 votes,3.0,"207/F, Rabindra Sarani, Burtolla Street, Near Vishudhananda Hospital, Bara Bazar, Kolkata","Cafe, Chinese",₹300,"8am – 4pm, 6:30pm – 12:30am (Mon-Sun)"
The Master Chef,19 votes,3.8,"113/F, 6th Floor, Matheswartolla Road, Arihant Benchmark Building, Axis Bank, Near Topsia Cross, Topsia, Kolkata","Cafe, Chinese",₹250,9am – 8pm (Mon-Sun)
Swad East,31 votes,3.9,"23, Manmatha Dutta Road, Saktinagar, Paikpara, Kolkata","Mishti, Fast Food, South Indian, North Indian, Chinese, Street Food",₹400,"11:30am – 2:30pm, 4:30pm – 11pm (Mon-Fri),11am..."
Ghosh & Co.,39 votes,3.8,"32, Keshabchandra Sen Street, College Street, Kolkata","Mishti, Fast Food, South Indian, North Indian, Chinese, Street Food",₹100,9am – 10pm (Mon-Sun)
Sharma Sweets,82 votes,3.5,"22, Tollygunj Circular Road, New Alipore, Kolkata","Fast Food, Sandwich, Street Food",₹100,8am – 9pm (Mon-Sun)
The Fat Filler,67 votes,3.7,"38 B, Raja Dinendra Street, Maniktala, Kolkata","Fast Food, Sandwich, Street Food",₹400,"11am – 11pm (Mon-Thu),11am – 2am (Fri-Sun)"
Belly Petrol,65 votes,2.9,"22A, Hazra Road, Hazra, Kolkata","Ice Cream, Desserts",₹400,11am – 10pm (Mon-Sun)
Karims,21 votes,3.3,"37/2, GJ Khan Road, Topsia, Kolkata","Ice Cream, Desserts",₹400,12noon – 10pm (Mon-Sun)
Parantha Point,213 votes,3.5,"8A, Priyanath Mullick Road, Bhawanipur, Kolkata","Desserts, Ice Cream",₹300,6am – 11pm (Mon-Sun)
Hidden Dragon,14 votes,2.8,"33/1A, 4th Floor, Pantaloons, Upendra Chandra Banerjee Road, Kankurgachi, Kolkata","Desserts, Ice Cream",₹750,11am – 9pm (Mon-Sun)
Mukherjee Sweets,22 votes,3.4,"29/1B, Ballygunge Place, Ballygunge, Kolkata","Healthy Food, Salad, Continental",₹100,6:30am – 10pm (Mon-Sun)
The Cafe Store,269 votes,3.8,"5A, Beside Anjali Jewellers, Ballygunge Terrace, Golpark, Kolkata","Healthy Food, Salad, Continental",₹600,10am – 10pm (Mon-Sun)
Junior Brothers,153 votes,3.8,"190/1, Gariahat, Kolkata","North Indian, Chinese, Continental",₹200,7am – 9pm (Mon-Sun)
Reyaz Hotel,14 votes,3.1,"13 A, Madan Mohan Burman Street, College Street, Kolkata","North Indian, Chinese, Continental",₹300,7am – 11pm (Mon-Sun)
Sharma Tea,285 votes,3.9,"53/5A, Hazra Road, Ballygunge, Kolkata",Fast Food,₹100,9am – 10pm (Mon-Sun)
Golden Phoenix Chinese,97 votes,3.5,"44/1, Matheswartala Road, Tangra, Kolkata",Fast Food,₹800,12noon – 10:30pm (Mon-Sun)
Mouchak,164 votes,3.8,"2, Surya Sen Street, College Street, Kolkata","Bakery, Desserts",₹100,7am – 10pm (Mon-Sun)
Zeusopolis,49 votes,3.6,"132D, Ground Floor, Sarat Bose Road, Kalighat, Kolkata","Bakery, Desserts",₹800,12noon – 9:30pm (Mon-Sun)
Agarwal Kitchen,38 votes,3.4,"FD 254, Near 11 Tank, Sector 3, Salt Lake, Kolkata","South Indian, Chinese",₹200,11am – 10pm (Mon-Sun)
Arzan Bhai Jaan Ka Biryani,Cuisines:,NEW,"20/1A, 3rd Floor, Ward 66, 2nd Lane, Topsia, Kolkata","South Indian, Chinese",₹500,11:30am – 12midnight (Mon-Sun)
Desi Tadka,Cuisines:,-,"653, Jogendra Gardens, Kasba, Kolkata",Mishti,₹200,11am – 11pm (Mon-Sun)
Kolkata Pantry,Cuisines:,NEW,"85/7/9 A, 7/18A /1, Minapara Road, Bijoygarh Colony, Jadavpur, Kolkata",Mishti,₹800,11am – 11pm (Mon-Sun)
Burger Ground,Cuisines:,-,"59 A, KN Sen Road, Kasba, Kolkata",Bakery,₹400,2pm – 11pm (Mon-Sun)
Sandwich & Shake Factory,57 votes,3.5,"5/35, Bijoygarh, Regent Estate, Tollygunge, Kolkata",Bakery,₹400,7:30am – 3am (Mon-Sun)
Wok Asian,7 votes,3.3,"8, Narkelbagan, Jadavpur, Kolkata","Chinese, North Indian",₹400,11am – 11pm (Mon-Sun)
Chicken And Snacks,6 votes,3.0,"10, Narasingha Dutta Road, Kadamtala, Howrah","Chinese, North Indian",₹250,12noon – 11pm (Mon-Sun)
Sweet Truth,30 votes,3.8,"29, 1st Lane, Ballygunge, Kolkata","Cafe, Lebanese, Desserts",₹300,9am – 11pm (Mon-Sun)
Bengali Kitchen,67 votes,3.5,"142, 1st Floor, Maharshi Debendra Road, Bara Bazar, Kolkata","Cafe, Lebanese, Desserts",₹250,11am – 11pm (Mon-Sun)
Cake Cookies & More,141 votes,4.0,"19, Gariahat Road, Golpark, Kolkata","Chinese, Thai, Fast Food",₹200,10am – 9:30pm (Mon-Sun)
Amantran,278 votes,3.8,"69/3, Nimtolla Ghat Street, Jorabagan Crossing, Bara Bazar, Kolkata","Chinese, Thai, Fast Food",₹400,"9am – 4pm, 6pm – 10:30pm (Mon-Sun)"
Naved Biryani,33 votes,3.5,"284, GT Road, Shibpur, Howrah",Chinese,₹250,"12:01am – 1:30am, 12noon – 12midnight (Mon-Sun)"
Bhikharam Chandmal,13 votes,3.3,"493B, Opposite Jain Hospital, 18 GT Road, Shibpur, Howrah",Chinese,₹300,7am – 10pm (Mon-Sun)
The Lighthouse Cafe,62 votes,3.5,"164/9/1, Prince Anwar Shah Road, Kolkata",Fast Food,₹500,"10am – 10pm (Mon, Tue, Wed, Fri, Sat, Sun), Closed..."
Gujrati Basa,60 votes,3.5,"1, Rupchand Roy Street, Bara Bazar, Kolkata",Fast Food,₹300,"10:30am – 2pm, 7pm – 9pm (Mon-Sun)"
Raspberry Bistro,264 votes,3.8,"28/1C, Gariahat Road, Golpark, Kolkata",Cafe,₹850,12noon – 11pm (Mon-Sun)
Sip N Bites,449 votes,3.7,"313 G.T Road, Salkia, Howrah",Cafe,₹200,"1pm – 11pm (Mon-Sat),5pm – 11pm (Sun)"
Krishna Chandra Das Modak,6 votes,3.0,"102, Karl Marx Sarani, Kidderpore, Kolkata","North Indian, Biryani",₹100,7am – 10pm (Mon-Sun)
Grub Fast Food,106 votes,3.6,"11, Broad Street, Ballygunge, Kolkata","North Indian, Biryani",₹350,"Closed (Mon),10am – 2pm, 5pm – 11pm (Tue-Sun)"
Le Coffee Creme,1129 votes,3.9,"EC 26, Near City Centre 1, Sector 1, Salt Lake, Kolkata","Mishti, Fast Food",₹800,
Bhuri Bhoj,107 votes,3.7,"318, Maduraha, Kalikapur, Kolkata","Mishti, Fast Food",₹450,"11am – 4pm, 6pm – 10pm (Mon-Sun)"
Naba Malancha,336 votes,3.9,"102A, Aurobindo Sarani, Hatibagan, Kolkata","Paan, Desserts, Beverages",₹300,10am – 10pm (Mon-Sun)
Eden Pavilion - ITC Sonar,569 votes,4.0,"ITC Royal Bengal, JBS Haldane Avenue, EM Bypass, Science City Area, Kolkata","Paan, Desserts, Beverages","₹4,500",7am – 11:45pm (Mon-Sun)
Ashoka Restaurant,218 votes,3.6,"572, Diamond Harbour Road, Behala, Kolkata",North Indian,₹350,12noon – 10:30pm (Mon-Sun)
Mahaprabhu Mistanna Bhander,29 votes,3.5,"106A, Rashbehari Avenue, Lake Market Area, Kolkata",North Indian,₹100,6:30am – 11:30pm (Mon-Sun)
Grewal Dhaba,136 votes,3.5,"97/1, Foreshore Road, Shibpur, Howrah",Bengali,₹600,"12noon – 4pm, 7pm – 10pm (Mon-Sun)"
The Steak Factory,317 votes,4.2,"192A, Sarat Bose, Southern Avenue, Kolkata",Bengali,"₹1,100","12:30pm – 10:30pm (Mon),12noon – 10:30pm (Tue-Sun)"
Mach Magic,170 votes,4.7,"61, Ballygunge Garden, Golpark, Kolkata","Tea, Fast Food",₹400,12noon – 10pm (Mon-Sun)
MOM - Magic of Mummy,58 votes,3.4,"99, Vivekananda Road, Azad Hind Bag, Machuabazar, Maniktala, Kolkata","Tea, Fast Food",₹300,7:15am – 10:45pm (Mon-Sun)
Tasty Home Food,Cuisines:,NEW,"GD 291, Sector 3, Salt Lake, Kolkata","Ice Cream, Desserts, Beverages",₹200,11am – 10pm (Mon-Sun)
Fatafati Foodzo,Cuisines:,-,"28, Ward 68, Hazra, Kolkata","Ice Cream, Desserts, Beverages",₹150,11am – 10pm (Mon-Sun)
Krishna Bhog,Cuisines:,-,"7, Dr Abani Dutta Road, Opposite Axis Bank, Salkia, Howrah","Street Food, Fast Food, Beverages, Sandwich",₹100,8am – 8pm (Mon-Sun)
Charsey's Dhaba,Cuisines:,-,"7, Watkins Lane, Pilkhana, Dobson Road, Howrah","Street Food, Fast Food, Beverages, Sandwich",₹150,5am – 11pm (Mon-Sun)
Bhoj Bilash,107 votes,3.6,"139, Rajdanga Main Road, Kasba, Kolkata","North Indian, Rolls, Biryani",₹500,11am – 10pm (Mon-Sun)
Mio Amore,58 votes,3.6,"77/1, Kazi Para Road, Parnasree Palli, Kolkata","North Indian, Rolls, Biryani",₹200,9am – 9:30pm (Mon-Sun)
Allen Kitchen-Saveurs De Calcutta,38 votes,4.0,"42-C, Priyanath Mallick Road, Hazra, Kolkata","Chinese, Seafood, Mangalorean",₹500,12noon – 9:30pm (Mon-Sun)
Appetizer,207 votes,3.7,"154 Manicktalla Main Road, Kankurgachi, Kolkata","Chinese, Seafood, Mangalorean",₹500,1pm – 12midnight (Mon-Sun)
Dhaba Junction,228 votes,3.8,"51, Near Deys Medical Bus Stand, Bondel Road, Ballygunge, Kolkata","North Indian, Beverages",₹400,"12:30pm – 4:30pm, 8pm – 3am (Mon-Sun)"
Ajooba Biryani centre,912 votes,3.0,"75, Ibrahimpur Road, Jadavpur, Kolkata","North Indian, Beverages",₹250,12noon – 12:30am (Mon-Sun)
Shankar Cabin,67 votes,3.9,"22/1, Gariahat Road, Golpark Crossing, Near Golpark Dhanwantary, Golpark, Kolkata","North Indian, Fast Food",₹100,10am – 10pm (Mon-Sun)
Aahar Restaurant,68 votes,3.5,"Shop 7, EC Market, Sector 1, Salt Lake, Kolkata","North Indian, Fast Food",₹500,12:30pm – 10:30pm (Mon-Sun)
Crossroad Crystal,197 votes,3.8,"129, Southern Avenue, Golpark, Kolkata",Biryani,₹700,11am – 10pm (Mon-Sun)
Islamia Hotel,28 votes,3.5,"73, Maulana Saukat Ali Street, College Street, Kolkata",Biryani,₹800,4:30am – 10pm (Mon-Sun)
Ganapati Snacks,28 votes,3.1,"25/1, Narsingha Bose Lane, Fazir Bazar, Shibpur, Howrah",Pizza,₹100,8am – 9:30pm (Mon-Sun)
Biryani Corner,62 votes,3.6,"86 A, Rashbehari Avenue, Lake Market Area, Kolkata",Pizza,₹300,10am – 10pm (Mon-Sun)
Hungry Singh Da Dhaba,70 votes,3.6,"56A, Lake View Road, Southern Avenue, Kolkata","Beverages, Desserts, Ice Cream",₹500,6:30am – 1:30am (Mon-Sun)
Mushroom,248 votes,2.9,"54B, Avedananda Road, Hatibagan, Kolkata","Beverages, Desserts, Ice Cream",₹600,12noon – 10:30pm (Mon-Sun)
National Hotel & Restaurant,328 votes,3.5,"400, G T Road, Salkia, Howrah",Chinese,₹400,10am – 12midnight (Mon-Sun)
Baharat,61 votes,3.3,"361, Upen Banerjee Road, Parnasree Pally, Behala, Kolkata",Chinese,₹400,1pm – 10pm (Mon-Sun)
Haji Malang,137 votes,3.6,"257, Panchanantala Road, Howrah Maidan Area, Howrah","Chinese, North Indian",₹300,12noon – 10pm (Mon-Sun)
Eden's  Kitchen,24 votes,3.4,"151/A, Jodhpur Garden, Near Silverline Hospital, Jodhpur Park, Kolkata","Chinese, North Indian",₹250,1pm – 11pm (Mon-Sun)
Sare Chuattar,205 votes,3.8,"213, Sarat Bose Road, Near Post Office, Southern Avenue, Kolkata",Mishti,₹600,"12noon – 4pm, 7pm – 10:30pm (Mon-Sun)"
Nigar's Kitchen,30 votes,3.6,"16F/1A, Chandra Nath Roy Road, Ward 66, Picnic Garden, Kolkata",Mishti,₹200,11am – 1:30am (Mon-Sun)
Hungrill The Rolling Kitchen,Cuisines:,-,"238, Diamond Harbour Road, Behala, Kolkata","Street Food, Mithai",₹300,11am – 11pm (Mon-Sun)
Bablu Sweets,Cuisines:,-,"102, Jodhpur Park, Kolkata","Street Food, Mithai",₹150,7am – 10pm (Mon-Sun)
21 Roll Street,Cuisines:,-,"60, Bikramgarh, Golf Green, Kolkata","North Indian, Chinese, Seafood, Rolls, Mughlai, Bengali",₹200,12noon – 12midnight (Mon-Sun)
Santafi,14 votes,3.3,"21D, Shibtala Ground, East Road, Rani Rashmoni Bagan, Santoshpur, Kolkata","North Indian, Chinese, Seafood, Rolls, Mughlai, Bengali",₹400,"8:30am – 1:30pm, 6pm – 11pm (Mon-Sun)"
Nebulal's,12 votes,3.2,"240 A, A.P.C. Road, Shyam Bazar, Kolkata","Fast Food, Beverages",₹200,12noon – 11pm (Mon-Sun)
New Maa Kali,37 votes,3.5,"4/1, Garfa Main Road, Kalikapur, Kolkata","Fast Food, Beverages",₹150,"8:30am – 2pm, 4:30pm – 10pm (Mon-Sun)"
Anvi's Kitchen,12 votes,3.2,"72, Sree Ram Dhang Road, Salkia, Howrah","North Indian, Fast Food, South Indian, Chinese",₹400,"10am – 10:30pm (Mon-Fri),10am – 11pm (Sat-Sun)"
City Of Joy Dhaba,Cuisines:,-,"4/55, Ram Mohan Mallick Garden Lane, Beliaghata, Kolkata","North Indian, Fast Food, South Indian, Chinese",₹250,11am – 11pm (Mon-Sun)
Charu Cafe,Cuisines:,-,"1/2A/1A, Ramkrishna Naskar Lane, Beliaghata Main Road, Beliaghata, Kolkata","Biryani, North Indian",₹300,12:30pm – 11pm (Mon-Sun)
Bhootnath Hotel,Cuisines:,-,"3/28, Nilmoni Mitra Street, Shobha Bazar, Kolkata","Biryani, North Indian",₹150,11am – 11pm (Mon-Sun)
Munna Vadapao,Cuisines:,,"73, Jelia Para Ln, Babudanga, Salkia, Howrah","Fast Food, Desserts, Ice Cream",₹150,
Glacé Patisserie,415 votes,4.1,"66/12, Ground Floor, Bondel Road, Ballygunge, Kolkata","Fast Food, Desserts, Ice Cream",₹450,9am – 9pm (Mon-Sun)
Awesome,63 votes,3.7,"IA 168, Sector 3, Salt Lake, Kolkata","Fast Food, Mishti, Beverages",₹500,12noon – 10:30pm (Mon-Sun)
DengDong,9 votes,3.2,"C/42, Lake garden, Kolkata","Fast Food, Mishti, Beverages",₹200,11am – 12midnight (Mon-Sun)
Hunger Hub,Cuisines:,-,"318, SK Dev Road, Lake Town, Kolkata","Chinese, Seafood",₹250,7am – 11pm (Mon-Sun)
The Whole Enchilada,17 votes,3.5,"1/6A, South Purbanchal Hospital Road, Kalikapur, Kolkata","Chinese, Seafood",₹300,7am – 12midnight (Mon-Sun)
Chef's Kitchen,19 votes,3.4,"RA 245, Naba Pally, Sector 4, Salt Lake, Kolkata",North Indian,₹400,"Closed (Mon),12noon – 11pm (Tue-Sun)"
The Tea Room,16 votes,3.4,"14, B.T.M Sarani, Brabourne Road, Dalhousie BBD Bagh, Kolkata",North Indian,₹300,"9am – 9pm (Mon-Sat),Closed (Sun)"
Little Eats,13 votes,3.3,"P 289A, C.I.T Road, Scheme 4, Phool Bagan, Kankurgachi, Kolkata","Bar Food, Chinese, Mughlai, Bengali",₹250,"9am – 2pm, 6pm – 10:30pm (Mon-Sun)"
The Brewing Leaf,Cuisines:,NEW,"19/1A, Biplabi Ambika Chakraborty Sarani Road, Hindustan Park, Kolkata","Bar Food, Chinese, Mughlai, Bengali",₹500,7am – 2am (Mon-Sun)
Cafe Vintage Sip,48 votes,3.6,"8/40A, Fern Road, Gariahat, Kolkata","Chinese, Fast Food, Beverages",₹400,"11am – 10pm (Mon-Sat),Closed (Sun)"
Eat Street,43 votes,3.5,"493/B/2, Grand Trunk Road, Shibpur, Howrah","Chinese, Fast Food, Beverages",₹300,"Closed (Mon),11am – 11pm (Tue-Sun)"
Have More,196 votes,3.7,"J224, Garden Reach, Paharpur Road, Near Kidderpore, Kolkata",Chinese,₹600,12noon – 11pm (Mon-Sun)
Mithaiwala,15 votes,3.3,"17/K/18, Dakshindari Road, Ultadanga, Kolkata",Chinese,₹100,11am – 10pm (Mon-Sun)
Bedwin,25 votes,3.3,"46/2/1A, Ground Floor, Gariahat Road, Golpark, Kolkata","North Indian, Chinese",₹500,10:30am – 11pm (Mon-Sun)
Chinese Food Corner,193 votes,3.5,"627/2, Diamond Harbour Road, Near Sarat Sadan, Arcadia, Behala, Kolkata","North Indian, Chinese",₹300,11am – 10:30pm (Mon-Sun)
Annapoorna Foodz,20 votes,3.4,"101, Ground Floor, Neel Kantha Apartments, Shree Aurobindo Road, Salkia, Howrah","Biryani, Rolls",₹200,11am – 9pm (Mon-Sun)
Gupta Brothers Sweets,92 votes,3.5,"220, Mahatma Gandhi Road, Bara Bazar, Kolkata","Biryani, Rolls",₹150,10am – 7pm (Mon-Sun)
Ah Leung,55 votes,3.7,"119, Tangra, Kolkata",Fast Food,₹300,11am – 9pm (Mon-Sun)
Blue Star Restaurant,127 votes,3.7,"80 F, Tiljala, Topsia, Kolkata",Fast Food,₹400,12noon – 12midnight (Mon-Sun)
Rohit Momo Centre,16 votes,3.2,"78, Christopher Road, Tangra, Kolkata","Sandwich, Fast Food",₹100,5pm – 8pm (Mon-Sun)
